rating,text
rotten,"It is interesting, but definitely walks a tight rope and I imagine some viewers having enough. It would've worked better as a short."
fresh,"""Old"" is a fiendish idea only partially realized."
rotten,Good plot twist but it gets old before the movie ends.
fresh,"Shyamalan doesn't always seem to have as firm a grasp on his recent screenplays as he did early in his career, but ""Old"" offers some summer thrills at the movies."
fresh,"Literalizes the adage about how life passes you by in a flash, to horrifying effect."
fresh,"In macro, the film explores pandemic-era anxieties about the corporate entities that hold life-or-death sway over society, but it's on the micro level that I found myself moved."
fresh,It's a breathtaking ride that only Shyamalan could dream up.
fresh,Old once again proves Shyamalan's sharp eye for out-of-the-box concepts which he can singularly turn into a haunting cinematic feat. But his sloppy writing consistently takes away from its full potential.
fresh,Shyamalan is aware of the power of the concept and how well it suits his obsessions. [Full review in Spanish]
fresh,The director knows how to handle tension throughout the story very well. [Full review in Spanish]
rotten,"At least one snippet of dialogue works: ""Are you sure we have time for this?"" That would be a hard no considering how many worthwhile horror films are available for streaming."
rotten,"In over-complicating his stories, he sabotages himself with unruly scripts that have fascinating thematic cores but messy dialogue and divisive endings. Old is sure to either enamor or enrage audiences, which is what Shyamalan does best."
fresh,"Not Shyamalan's best, but with some influence from Hitchcock and the Twilight Zone, it succeeds at making the viewer uncomfortable, and opens up an internal conversation about life, death and the meaning of it all."
rotten,"It's ""Cocoon"" in reverse with good actors doing bad work in service of a beach day gone fatally awry."
rotten,"If we can't believe the characters, how are we meant to accept the film's central premise?"
rotten,"It's so off-putting and goofy that it seems purposeful, as if everyone involved was trying to sweep next year's Razzies."
fresh,"Shyamalan mixes stints of body horror with the film's existential woes, all while deploying Mike Gioulakis' constantly careening cinematography to convey the confusion sweeping through his exasperated characters."
fresh,"The mystery of why certain people end up in that beach is uncovered and it has a surprisingly logical explanation within the confines of the storyline. If you're into intriguing premises and willing to suspend disbelief, you may dig Old."
rotten,"Old isn't going to change anyone's mind about Shyamalan if they aren't a fan of his work, but the sheer audacity of some of the choices are entertaining even though it has a myriad of technical issues with the script."
rotten,Shyamalan continues to be the one who picks the best piece of fruit off the tree and then just throws it into the ocean because he has no idea what to do with it.
rotten,"Old can't really even fall back on being just a silly entertaining genre romp like The Visit, because its narrative arch is emotionally sterile."
rotten,"When Shyamalan spills all, we realize this isn't worth the time it takes to play out. If this is a reminder to make the most of every day, it easily could have been delivered back at the hotel pool. With a drink."
fresh,"In Old, Shyamalan is pumping on all cylinders: it's as good a film as he's made."
fresh,"Old hurtles along, and once the characters are stranded on the beach, there is no real let-up to the dread."
rotten,"The resolution here is needlessly drawn out, and calls on the audience to accept a lot on faith that Shyamalan's talent for deception hasn't really earned."
rotten,"As a piece of filmmaking, M. Night Shyamalan's Old, a thriller set on a tropical beach, is a one-star movie. Yet it scores better if we switch to the should-I-see-it? indicator."
rotten,Old is wickedly cool concept gone awry
rotten,"The book's mysteriousness is much of what lends it a peculiar power, but Shyamalan dispenses such esoterics in favor of a ham-handed approach that better fits his own, overly explicable filmmaking impulses."
rotten,This is a bit of a flop. I'm not feeling Old. Save your two hours and watch something else.
rotten,"Unless Madonna makes a screen comeback or there's a Cats 2 in the works, this year's Razzie Awards are already a lock."
rotten,"While the main plot is a bit tiresome, the twist is impressive"
rotten,"Old abandoned its more interesting potential early, to embrace nonsensical plot elements that are riddled with internal inconsistencies."
fresh,"An effective and deeply unnerving work of existential terror that, for 80-some minutes of its runtime, holds its own with the highlight reel of the oft-maligned-yet-oft-masterful career of its director."
fresh,A fine yet messy thriller.
rotten,"""What's old is new again"" is a pretty apt tag for this M. Night Shyamalan outing that, like many of the director's quirky thrillers, rides a long tease of ""What the heck's going on here?"" before a big gotcha reveal in the final act."
fresh,"Old may be baffling, even frustrating at times, but it's always highly watchable and compelling."
fresh,[Inconsistencies aside]... I contend that the film's imagery is powerful and disturbing enough to overlook these details. [Full review in Spanish]
fresh,Shyamalan proves to have far surpassed his teachers. [Full review in Spanish]
fresh,"Despite the frustrating circular premise, ""Old"" proves to be compelling."
fresh,Each technical element is expertly used to create an overwhelming sense of terror that feels like it is gradually melting your mind with every passing minute. Shyamalan's flowing camera work deserves note for how unhinging it is.
rotten,"By the time the twist came, everything seemed past its goddamn expiration date, and I could only ponder an ancient question that seems to have no answer: why is Shyamalan still allowed to do s--t like this?"
fresh,"Following in the steps of other low-budget thrillers that Shyamalan has directed since he stepped away from the world of franchises, Old is distinctly Shyamalanesque in its mix of weirdness, terror, and philosophy."
